
 ▐▛███▜▌   Claude Code v2.1.45
│ tvOS: X                                                                      │
│ Web: X                                                                       │
│ Mobile Web: X                                                                │
│ ────────────────────────────────────────                                     │
│ #: 12                                                                        │
│ Feature: Background audio                                                    │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: X                                                                      │
│ Web: X                                                                       │
│ Mobile Web: X                                                                │
│ ────────────────────────────────────────                                     │
│ #: 13                                                                        │
│ Feature: Download quality                                                    │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: X                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 14                                                                        │
│ Feature: WiFi-only downloads                                                 │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: X                                                                      │
│ Web: X                                                                       │
│ Mobile Web: X                                                                │
│ ────────────────────────────────────────                                     │
│ #: 15                                                                        │
│ Feature: Continue watching                                                   │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 16                                                                        │
│ Feature: Skip intro                                                          │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 17                                                                        │
│ Feature: Skip credits                                                        │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 18                                                                        │
│ Feature: Playback speed                                                      │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 19                                                                        │
│ Feature: Live TV buffer size                                                 │
│ iOS: N                                                                       │
│ Android: N                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 20                                                                        │
│ Feature: Hardware acceleration                                               │
│ iOS: N                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: SUBTITLES                                                                 │
│ Feature:                                                                     │
│ iOS:                                                                         │
│ Android:                                                                     │
│ tvOS:                                                                        │
│ Web:                                                                         │
│ Mobile Web:                                                                  │
│ ────────────────────────────────────────                                     │
│ #: 21                                                                        │
│ Feature: Subtitles enable/disable                                            │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 22                                                                        │
│ Feature: Subtitle language                                                   │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 23                                                                        │
│ Feature: Subtitle font size                                                  │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 24                                                                        │
│ Feature: Subtitle text color                                                 │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 25                                                                        │
│ Feature: Subtitle bg color                                                   │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 26                                                                        │
│ Feature: Subtitle bg opacity                                                 │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 27                                                                        │
│ Feature: Subtitle position                                                   │
│ iOS: N                                                                       │
│ Android: N                                                                   │
│ tvOS: Y                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 28                                                                        │
│ Feature: Subtitle font style                                                 │
│ iOS: N                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 29                                                                        │
│ Feature: AI subtitle translation                                             │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 30                                                                        │
│ Feature: AI translation language                                             │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 31                                                                        │
│ Feature: Live subtitle preview                                               │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: AUDIO                                                                     │
│ Feature:                                                                     │
│ iOS:                                                                         │
│ Android:                                                                     │
│ tvOS:                                                                        │
│ Web:                                                                         │
│ Mobile Web:                                                                  │
│ ────────────────────────────────────────                                     │
│ #: 32                                                                        │
│ Feature: Preferred audio language                                            │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 33                                                                        │
│ Feature: Audio quality picker                                                │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 34                                                                        │
│ Feature: Spatial audio                                                       │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: X                                                                      │
│ Web: X                                                                       │
│ Mobile Web: X                                                                │
│ ────────────────────────────────────────                                     │
│ #: 35                                                                        │
│ Feature: Volume normalization                                                │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 36                                                                        │
│ Feature: Prefer dubbed audio                                                 │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 37                                                                        │
│ Feature: Dubbing language                                                    │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: NOTIFICATIONS                                                             │
│ Feature:                                                                     │
│ iOS:                                                                         │
│ Android:                                                                     │
│ tvOS:                                                                        │
│ Web:                                                                         │
│ Mobile Web:                                                                  │
│ ────────────────────────────────────────                                     │
│ #: 38                                                                        │
│ Feature: Push notifications master                                           │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 39                                                                        │
│ Feature: System settings link                                                │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 40                                                                        │
│ Feature: New content alerts                                                  │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 41                                                                        │
│ Feature: Live TV alerts                                                      │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: Y                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 42                                                                        │
│ Feature: Recommendations                                                     │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 43                                                                        │
│ Feature: Promotions                                                          │
│ iOS: Y                                                                       │
│ Android: Y                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 44                                                                        │
│ Feature: Credits alerts                                                      │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 45                                                                        │
│ Feature: Email digest toggle                                                 │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 46                                                                        │
│ Feature: Email digest frequency                                              │
│ iOS: Y                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 47                                                                        │
│ Feature: Weekly digest                                                       │
│ iOS: N                                                                       │
│ Android: N                                                                   │
│ tvOS: Y                                                                      │
│ Web: N                                                                       │
│ Mobile Web: N                                                                │
│ ────────────────────────────────────────                                     │
│ #: 48                                                                        │
│ Feature: Marketing emails                                                    │
│ iOS: N                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: 49                                                                        │
│ Feature: Quiet hours                                                         │
│ iOS: N                                                                       │
│ Android: N                                                                   │
│ tvOS: N                                                                      │
│ Web: P                                                                       │
│ Mobile Web: P                                                                │
│ ────────────────────────────────────────                                     │
│ #: AI FEATURES                                                               │
│ Feature:                                                                     │
│ iOS:                                                                         │
