
 ▐▛███▜▌   Claude Code v2.1.42
│ │ Backdrop image with gradient   │ [x]    │ [x] │ [x] │ [x]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Title, description, metadata   │ [x]    │ [x] │ [x] │ [x]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Content rating badge (MPAA/TV) │ [x]    │ [ ] │ [ ] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Season selector tabs           │ [x]    │ [x] │ [x] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Episode list with thumbnails   │ [x]    │ [x] │ [x] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Per-episode watch progress     │ [x]    │ [x] │ [ ] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Related content row            │ [x]    │ [x] │ [ ] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Favorites/My List toggle       │ [x]    │ [x] │ [ ] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Resume vs Play button          │ [x]    │ [x] │ [x] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Audio track preview (pre-play) │ [x]    │ [ ] │ [ ] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ AI dubbing indicator           │ [x]    │ [ ] │ [ ] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Cast/crew display              │ [ ]    │ [x] │ [x] │ [ ]  │               │
│ ├────────────────────────────────┼────────┼─────┼─────┼──────┤               │
│ │ Genre chips/tags               │ [x]    │ [x] │ [ ] │ [x]  │               │
│ └────────────────────────────────┴────────┴─────┴─────┴──────┘               │
│                                                                              │
│ C. Video Player                                                              │
│                                                                              │
│ ┌──────────────────────────────┬────────┬─────┬─────┬──────┐                 │
│ │           Feature            │ Mobile │ Web │ iOS │ tvOS │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Play/Pause                   │ [x]    │ [x] │ [x] │ [x]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Seek bar (interactive drag)  │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Skip back 10s                │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Skip forward 30s             │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Time display (current/total) │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Buffering indicator          │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Auto-hide controls (timeout) │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Quality selector (up to 4K)  │ [x]    │ [x] │ [ ] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Subtitle selector            │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Audio track selector         │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Playback rate (0.5x-2x)      │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Volume/mute controls         │ [ ]    │ [x] │ [ ] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Fullscreen toggle            │ [ ]    │ [x] │ N/A │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ PiP (Picture-in-Picture)     │ [ ]    │ [x] │ [ ] │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Resume from last position    │ [x]    │ [x] │ [x] │ [x]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Auto-play next episode       │ [x]    │ [ ] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Watch progress reporting     │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Gesture controls (tap/swipe) │ [x]    │ [x] │ [ ] │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Forced landscape orientation │ [x]    │ N/A │ [ ] │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Prevent display sleep        │ [x]    │ N/A │ [ ] │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ AirPlay                      │ [ ]    │ N/A │ [x] │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Chromecast                   │ [~]    │ [ ] │ N/A │ N/A  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Interactive moments overlay  │ [ ]    │ [ ] │ [ ] │ [x]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Next episode button          │ [x]    │ [ ] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Title display in player      │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ ├──────────────────────────────┼────────┼─────┼─────┼──────┤                 │
│ │ Back/close button            │ [x]    │ [x] │ [x] │ [ ]  │                 │
│ └──────────────────────────────┴────────┴─────┴─────┴──────┘                 │
│                                                                              │
│ D. State Management & Services                                               │
│                                                                              │
│ ┌───────────────────────────────────┬────────┬─────┬─────────────┬──────┐    │
│ │              Feature              │ Mobile │ Web │     iOS     │ tvOS │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ VOD content store (Zustand)       │ [x]    │ [x] │ N/A (Swift) │ [x]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Watch history store (persisted)   │ [x]    │ [ ] │ [x] (local) │ [ ]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Player settings store (persisted) │ [x]    │ [x] │ [ ]         │ [ ]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Favorites store                   │ [x]    │ [x] │ [ ]         │ [ ]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Collections store                 │ [x]    │ [x] │ [ ]         │ [x]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Content caching                   │ [x]    │ [ ] │ [x]         │ [ ]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Background progress sync          │ [x]    │ [x] │ [x]         │ [ ]  │    │
│ ├───────────────────────────────────┼────────┼─────┼─────────────┼──────┤    │
│ │ Dubbing service integration       │ [x]    │ [ ] │ [ ]         │ [ ]  │    │
│ └───────────────────────────────────┴────────┴─────┴─────────────┴──────┘    │
│                                                                              │
│ E. Backend API Coverage by Platform                                          │
│                                                                              │
│ Backend has 35 VOD endpoints. Platform usage:                                │
│                                                                              │
│ ┌───────────────────────────────┬───────────┬──────────┬──────────┬───────── │
│ ─┐                                                                           │
│ │      API Endpoint Group       │  Mobile   │   Web    │   iOS    │   tvOS   │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Content browse/list (5        │ [x]       │ [x]      │ [x]      │ [x]      │
│  │                                                                           │
│ │ endpoints)                    │           │          │          │          │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Content                       │ [x]       │ [x]      │ [x]      │ [~]      │
│  │                                                                           │
│ │ detail/seasons/episodes (4)   │           │          │          │          │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Streaming URL + DRM +         │ [~] no    │ [~]      │ [~]      │ [~]      │
│  │                                                                           │
│ │ manifest (3)                  │ DRM       │          │          │          │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Watch progress CRUD (4)       │ [x]       │ [x]      │ [x]      │ [~] read │
│  │                                                                           │
│ │                               │           │          │          │  only    │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Favorites (4)                 │ [x]       │ [x]      │ [ ]      │ [ ]      │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Collections (4)               │ [x]       │ [x]      │ [ ]      │ [x]      │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Subtitles/audio tracks (3)    │ [x]       │ [x]      │ [x]      │ [ ]      │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Interactive moments (2)       │ [ ]       │ [ ]      │ [ ]      │ [x]      │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Search + suggestions +        │ [~] text  │ [~] text │ [~] text │ [~] text │
│  │                                                                           │
│ │ semantic (3)                  │ only      │  only    │  only    │  only    │
│  │                                                                           │
│ ├───────────────────────────────┼───────────┼──────────┼──────────┼───────── │
│ ─┤                                                                           │
│ │ Recommendations (3)           │ [ ]       │ [ ]      │ [ ]      │ [ ]      │
│  │                                                                           │
│ └───────────────────────────────┴───────────┴──────────┴──────────┴───────── │
│ ─┘                                                                           │
│                                                                              │
│ ---                                                                          │
│ PARITY GAPS BY PLATFORM (features to ADD)                                    │
│                                                                              │
│ WEB APP -- 18 features missing                                               │
│                                                                              │
│ Browsing:                                                                    │
│ 1. Hebrew dub availability badge on content cards                            │
│ 2. Content type badge (SERIES) on cards                                      │
│ 3. AI-rotating collections display                                           │
│ 4. Trending content row                                                      │
│ 5. Search suggestions/autocomplete                                           │
│ 6. Pull-to-refresh (or auto-refresh on focus)                                │
│                                                                              │
│ Detail:                                                                      │
│ 7. Content rating badges (MPAA/TV)                                           │
│ 8. Audio track preview (pre-playback)                                        │
│ 9. AI dubbing indicator on audio tracks                                      │
│                                                                              │
│ Player:                                                                      │
│ 10. Auto-play next episode                                                   │
│ 11. Next episode button                                                      │
│ 12. Interactive moments overlay (from tvOS)                                  │
│                                                                              │
│ State/Services:                                                              │
│ 13. Watch history store (persisted)                                          │
│ 14. Player settings persistence                                              │
│ 15. Content caching                                                          │
│ 16. Dubbing service integration                                              │
│ 17. Recommendations API integration                                          │
│ 18. Semantic search integration                                              │
│                                                                              │
│ iOS APP -- 24 features missing                                               │
│                                                                              │
│ Browsing:                                                                    │
│ 19. Continue watching row on home screen                                     │
│ 20. Collections listing screen                                               │
│ 21. Collection detail screen                                                 │
│ 22. Genre filter tabs on category screen                                     │
│ 23. Hebrew dub badge on cards                                                │
│ 24. Content type badge (SERIES)                                              │
│ 25. Search suggestions/autocomplete                                          │
│ 26. AI-rotating collections                                                  │
│ 27. Trending row                                                             │
│                                                                              │
│ Detail:                                                                      │
│ 28. Content rating badges (MPAA/TV)                                          │
│ 29. Per-episode watch progress indicators                                    │
│ 30. Related content row ("More Like This")                                   │
│ 31. Favorites/My List toggle                                                 │
│ 32. Audio track preview (pre-playback)                                       │
│ 33. AI dubbing indicator                                                     │
│ 34. Genre chips/tags display                                                 │
│                                                                              │
│ Player:                                                                      │
│ 35. Quality selector                                                         │
│ 36. Gesture controls (double-tap to skip)                                    │
│ 37. Forced landscape orientation                                             │
│ 38. Prevent display sleep (idleTimerDisabled)                                │
│ 39. Interactive moments overlay                                              │
│ 40. Watch progress visible in player controls                                │
│                                                                              │
│ State/Services:                                                              │
│ 41. Favorites store + API                                                    │
│ 42. Collections store + API                                                  │
│                                                                              │
│ tvOS APP -- 28 features missing                                              │
│                                                                              │
│ Browsing:                                                                    │
│ 43. Filter/sort options on category screen                                   │
│ 44. Genre filter tabs                                                        │
│ 45. Content type badge on cards                                              │
│ 46. Infinite scroll pagination                                               │
│ 47. Search suggestions/autocomplete                                          │
│                                                                              │
│ Detail:                                                                      │
│ 48. Season selector for series                                               │
│ 49. Episode list with thumbnails                                             │
│ 50. Per-episode watch progress                                               │
│ 51. Content rating badges                                                    │
│ 52. Related content row                                                      │
│ 53. Favorites/My List toggle                                                 │
│ 54. Resume vs Play button                                                    │
│ 55. Audio track preview                                                      │
│ 56. AI dubbing indicator                                                     │
│ 57. Cast/crew display                                                        │
│ 58. Genre chips (present but limited)                                        │
│                                                                              │
│ Player:                                                                      │
│ 59. Seek bar (Siri Remote scrubbing)                                         │
│ 60. Skip back 10s / forward 30s                                              │
│ 61. Time display (current/total)                                             │
│ 62. Buffering indicator                                                      │
│ 63. Auto-hide controls                                                       │
│ 64. Quality selector                                                         │
│ 65. Subtitle selector                                                        │
│ 66. Audio track selector                                                     │
│ 67. Playback rate (0.5x-2x)                                                  │
│ 68. Watch progress reporting                                                 │
│ 69. Auto-play next episode                                                   │
│ 70. Next episode button                                                      │
│ 71. Title display in player                                                  │
│ 72. Back button                                                              │
│ 73. Settings menu                                                            │
│                                                                              │
│ State/Services:                                                              │
│ 74. Watch progress store + sync                                              │
│ 75. Favorites store + API                                                    │
│ 76. Player settings persistence                                              │
│                                                                              │
│ ANDROID (within Mobile RN) -- 8 features missing                             │
│                                                                              │
│ 77. Seekbar drag interaction (currently display-only in RN player)           │
│ 78. Audio/subtitle track picker UI                                           │
│ 79. Quality selector UI                                                      │
│ 80. Fullscreen toggle UI                                                     │
│ 81. Chromecast integration (cast button exists, no handler)                  │
│ 82. Widevine DRM wiring                                                      │
│ 83. Deep linking for VOD content                                             │
│ 84. Orientation lock to landscape in player                                  │
│                                                                              │
│ ALL PLATFORMS -- 4 features missing everywhere                               │
│                                                                              │
│ 85. Search suggestions/autocomplete (backend exists, no frontend)            │
│ 86. Recommendations screen ("Because You Watched", personalized)             │
│ 87. Semantic search UI (backend exists)                                      │
│ 88. Parental controls UI (backend model exists, no API or UI)                │
│                                                                              │
│ ---                                                                          │
│ IMPLEMENTATION STRATEGY                                                      │
│                                                                              │
│ Approach: Shared-first, all platforms in parallel.                           │
│ Step 1: Wire up shared/ infrastructure so features written once propagate to │
│  web, mobile, tvOS.                                                          │
│ Step 2: Implement features across all platforms simultaneously,              │
│ feature-by-feature.                                                          │
│ Note: iOS (native Swift) cannot consume shared TypeScript -- it gets         │
│ parallel native implementations.                                             │
│                                                                              │
│ ---                                                                          │
│ Phase 1: Wire Up Shared Infrastructure                                       │
│                                                                              │
│ Must complete first -- unblocks everything else.                             │
│                                                                              │
│ 1A. Configure module resolution                                              │
│                                                                              │
│ Web (Vite):                                                                  │
│ - Edit /web/vite.config.js -- add alias: '@shared': resolve('../shared')     │
│                                                                              │
│ Mobile (Metro):                                                              │
│ - Edit /mobile-app/metro.config.js -- add watchFolders:                      │
│ [path.resolve(__dirname, '../shared')]                                       │
│ - Edit /mobile-app/tsconfig.json -- add paths: { "@shared/*":                │
│ ["../shared/*"] }                                                            │
│ - Edit /mobile-app/babel.config.js -- add module-resolver alias              │
│                                                                              │
│ tvOS (Metro):                                                                │
│ - Edit /tvos-app/metro.config.js -- add watchFolders:                        │
│ [path.resolve(__dirname, '../shared')]                                       │
│ - Edit /tvos-app/tsconfig.json -- add paths: { "@shared/*": ["../shared/*"]  │
│ }                                                                            │
│ - Edit /tvos-app/babel.config.js -- add module-resolver alias                │
│                                                                              │
│ 1B. Upgrade shared API client                                                │
│                                                                              │
│ Replace raw fetch() in all /shared/services/api/*.ts files with a            │
│ configurable client:                                                         │
│ - Accept platform-specific base URL from config (not hardcoded /api/v1)      │
│ - Accept auth token injector (from platform's auth store)                    │
│ - Add error handling with typed errors                                       │
│ - Files: all 7 files in shared/services/api/                                 │
│                                                                              │
│ 1C. Upgrade shared stores                                                    │
│                                                                              │
│ Add try/catch error handling to all async actions in:                        │
│ - shared/stores/vodStore.ts                                                  │
│ - shared/stores/playerStore.ts                                               │
│ - shared/stores/favoritesStore.ts                                            │
│ - shared/stores/watchHistoryStore.ts                                         │
│ - shared/stores/collectionsStore.ts                                          │
│                                                                              │
│ 1D. Add missing shared types                                                 │
│                                                                              │
│ Expand shared/types/content.ts:                                              │
│ - Series/Season/Episode hierarchy (port from mobile's vodService types)      │
│ - ContentRating enum (G, PG, PG-13, R, NC-17, TV-Y through TV-MA)            │
│ - AudioTrack type with isDubbed, isAI flags                                  │
│ - SubtitleTrack type                                                         │
│ - DRM config type (Widevine/FairPlay)                                        │
│ - StreamManifest type                                                        │
│                                                                              │
│ 1E. Add missing shared services                                              │
│                                                                              │
│ - shared/services/api/dubbingService.ts -- port from mobile's                │
│ dubbingService.ts                                                            │
│ - shared/services/api/recommendationsService.ts -- new, wraps 3              │
│ recommendations endpoints                                                    │
│ - shared/services/api/searchService.ts -- new, wraps text + suggestions +    │
│ semantic endpoints                                                           │
│ - shared/services/api/streamingService.ts -- new, wraps streaming URL +      │
│ manifest endpoints                                                           │
│ - shared/services/api/interactiveMomentsService.ts -- new, wraps 2           │
│ interactive moments endpoints                                                │
│                                                                              │
│ 1F. Add missing shared hooks                                                 │
│                                                                              │
│ - shared/hooks/useVod.ts -- content browsing convenience hook                │
│ - shared/hooks/useFavorites.ts -- favorites with optimistic updates          │
│ - shared/hooks/useWatchHistory.ts -- watch progress tracking                 │
│ - shared/hooks/usePlayer.ts -- already exists, verify completeness           │
│ - shared/hooks/useSearch.ts -- debounced search with suggestions             │
│ - shared/hooks/useRecommendations.ts -- personalized recommendations         │
│                                                                              │
│ 1G. Eliminate duplication                                                    │
│                                                                              │
│ - Delete tvos-app/src/hooks/useInteractiveMoments.ts (copy)                  │
│ - Import from @shared/hooks/useInteractiveMoments instead                    │
│ - Migrate mobile-app duplicated stores to use shared stores                  │
│                                                                              │
│ ---                                                                          │
│ Phase 2: All Platforms in Parallel -- VOD Browsing & Discovery               │
│                                                                              │
│ 2A. Continue Watching Row                                                    │
│                                                                              │
│ - Web: Already has ContinueWatchingRow.jsx -- verify it uses shared store    │
│ - iOS: Add to VODHomeView.swift -- new ContinueWatchingSection with          │
│ horizontal scroll, progress bars                                             │
│ - tvOS: Already has via ContentRow with showProgress -- verify API           │
│ integration                                                                  │
│ - Mobile: Already has ContinueWatchingRow.tsx -- wire to shared store        │
│                                                                              │
│ 2B. Collections Screens                                                      │
│                                                                              │
│ - Web: Already has collections -- verify shared store                        │
│ - iOS: NEW Views/VOD/VODCollectionsView.swift +                              │
│ VODCollectionDetailView.swift                                                │
│ - tvOS: Already has CollectionsScreen.tsx + CollectionDetailScreen.tsx --    │
│ verify shared store                                                          │
│ - Mobile: Already has VODCollectionsScreen.tsx +                             │
│ VODCollectionDetailScreen.tsx -- wire to shared store                        │
│                                                                              │
│ 2C. Hebrew Dub Badge                                                         │
│                                                                              │
│ - Web: Add to content card components (port from mobile's                    │
│ VODContentCard.tsx)                                                          │
│ - iOS: Add to ContentCardView.swift -- dub availability indicator            │
│ - tvOS: Already has DUB badge in FocusableCard.tsx -- verify                 │
│ - Mobile: Already has "HEB" badge -- verify                                  │
│                                                                              │
│ 2D. Content Type Badge (SERIES)                                              │
│                                                                              │
│ - Web: Add SERIES badge to content cards                                     │
│ - iOS: Add to ContentCardView.swift                                          │
│ - tvOS: Add to FocusableCard.tsx                                             │
│ - Mobile: Already has -- verify                                              │
│                                                                              │
│ 2E. AI-Rotating Collections                                                  │
│                                                                              │
│ - Web: Add AICollectionsRow.jsx using /api/collections/ai-rotating           │
│ - iOS: Add AI collections section to home view                               │
│ - tvOS: Already has via collectionsApi.getAll() -- add AI badge              │
│ - Mobile: Add to VODScreen.tsx                                               │
│                                                                              │
│ 2F. Trending Row                                                             │
│                                                                              │
│ - Web: Add TrendingRow.jsx using /api/content/trending                       │
│ - iOS: Add trending section to home view                                     │
│ - tvOS: Already has trending row -- verify                                   │
│ - Mobile: Add to VODScreen.tsx                                               │
│                                                                              │
│ 2G. Search Suggestions/Autocomplete                                          │
│                                                                              │
│ - All platforms: New component using GET /api/search/suggestions             │
│ - Web: SearchSuggestions.jsx                                                 │
│ - iOS: Add to VODSearchView.swift                                            │
│ - tvOS: Add to SearchScreen.tsx (focus-navigable)                            │
│ - Mobile: Add to VODSearchScreen.tsx                                         │
│                                                                              │
│ 2H. Category Filters & Sort                                                  │
│                                                                              │
│ - Web: Already has VODFilters.jsx -- verify                                  │
│ - iOS: Already has type+sort filters in VODCategoryView.swift -- add genre   │
│ filter                                                                       │
│ - tvOS: ADD filter bar to CategoryScreen.tsx (focus-navigable FilterBar.tsx) │
│ - Mobile: Already has VODFilterBar.tsx -- verify                             │
│                                                                              │
│ 2I. Infinite Scroll Pagination                                               │
│                                                                              │
│ - Web: Already has -- verify                                                 │
│ - iOS: Already has via loadMoreCategoryContent -- verify                     │
│ - tvOS: ADD to CategoryScreen.tsx (load more on focus of last item)          │
│ - Mobile: Already has -- verify                                              │
│                                                                              │
│ ---                                                                          │
│ Phase 3: All Platforms in Parallel -- VOD Detail & Info                      │
│                                                                              │
│ 3A. Content Rating Badges (MPAA/TV)                                          │
│                                                                              │
│ - Web: NEW ContentRatingBadge.jsx (port from mobile)                         │
│ - iOS: NEW ContentRatingBadge.swift                                          │
│ - tvOS: NEW ContentRatingBadge.tsx                                           │
│ - Mobile: Already has ContentRatingBadge.tsx -- verify                       │
│                                                                              │
│ 3B. Season Selector + Episode List                                           │
│                                                                              │
│ - Web: Already has SeasonSelector.jsx + EpisodeList.jsx -- verify            │
│ - iOS: Already has in VODDetailView.swift -- verify                          │
│ - tvOS: NEW SeasonSelector.tsx (focus-navigable pills) + EpisodeList.tsx     │
│ (focus-navigable rows with thumbnails and progress)                          │
│ - Mobile: Already has EpisodeList.tsx -- verify                              │
│                                                                              │
│ 3C. Per-Episode Watch Progress                                               │
│                                                                              │
│ - Web: Already in EpisodeList.jsx -- verify API integration                  │
│ - iOS: ADD progress bars to episode cells in VODDetailView.swift             │
│ - tvOS: ADD progress bars in new EpisodeList.tsx                             │
│ - Mobile: Already has -- verify                                              │
│                                                                              │
│ 3D. Related Content Row ("More Like This")                                   │
│                                                                              │
│ - Web: Already has -- verify uses /api/content/{id}/related                  │
