
 ▐▛███▜▌   Claude Code v2.1.45
│ Asset path: web/public/assets/images/logo.png                                │
│ Usage in splash: <img src="/assets/images/logo.png"> at 140×70px             │
│                                                                              │
│ ---                                                                          │
│ Android Changes (6 files)                                                    │
│                                                                              │
│ Step 1 — Move shared nav components to designsystem                          │
│                                                                              │
│ Create android-app/designsystem/src/main/java/tv/bayit/plus/designsystem/com │
│ ponent/NavBarComponents.kt                                                   │
│                                                                              │
│ Move ProfileAvatar and LanguageSelector from                                 │
│ feature/feature-home/.../NavigationComponents.kt into this new file under    │
│ package tv.bayit.plus.designsystem.component. These are reusable             │
│ design-system primitives, not feature-specific. The CachedAsyncImage import  │
│ they use already lives in designsystem.                                      │
│                                                                              │
│ After moving:                                                                │
│ - Delete feature/feature-home/.../NavigationComponents.kt                    │
│ - Update feature/feature-home/.../SectionHeaders.kt — change import of       │
│ ProfileAvatar/LanguageSelector from tv.bayit.plus.feature.home to            │
│ tv.bayit.plus.designsystem.component                                         │
│                                                                              │
│ Step 2 — Create NavBarViewModel                                              │
│                                                                              │
│ Create                                                                       │
│ android-app/app/src/main/java/tv/bayit/plus/ui/viewmodel/NavBarViewModel.kt  │
│                                                                              │
│ @HiltViewModel                                                               │
│ class NavBarViewModel @Inject constructor(                                   │
│     private val userRepository: UserRepository,                              │
│     private val stringProvider: BayitStringProvider,                         │
│     private val logger: BayitLogger,                                         │
│ ) : ViewModel() {                                                            │
│     // Exposes: userPhotoUrl: StateFlow<String?>, userName:                  │
│ StateFlow<String?>                                                           │
│     // Exposes: currentLanguage: MutableStateFlow<String> (init from         │
│ stringProvider.currentLanguage)                                              │
│     // Fun: setLanguage(code: String) — calls stringProvider.setLanguage() + │
│  updates state                                                               │
│ }                                                                            │
│                                                                              │
│ Data source: userRepository.getCurrentUser() returns ProfileResponse with    │
│ avatar: String?, displayName: String, language: String. Call on init.        │
│                                                                              │
│ Language data source: BayitStringProvider.currentLanguage (current saved     │
│ value), BayitStringProvider.setLanguage() (suspend, call via                 │
│ viewModelScope.launch).                                                      │
│                                                                              │
│ Step 3 — Upgrade TopAppBar                                                   │
│                                                                              │
│ Modify                                                                       │
│ android-app/app/src/main/java/tv/bayit/plus/ui/components/TopAppBar.kt       │
│                                                                              │
│ New parameters:                                                              │
│ - userPhotoUrl: String?                                                      │
│ - userName: String?                                                          │
│ - currentLanguage: String                                                    │
│ - onPlaylistClick: () -> Unit                                                │
│ - Keep: onProfileClick, onLanguageClick → rename to onLanguageSelected:      │
│ (String) -> Unit                                                             │
│                                                                              │
│ New layout (left to right):                                                  │
│ 1. House logo — Image(painter = painterResource(id =                         │
│ R.drawable.splash_logo), contentDescription = "Bayit+", modifier =           │
│ Modifier.height(30.dp)) — uses existing                                      │
│ app/src/main/res/drawable/splash_logo.png                                    │
│ 2. Spacer(weight(1f))                                                        │
│ 3. LanguageSelector(currentLanguage, onLanguageSelected) — import from       │
│ tv.bayit.plus.designsystem.component                                         │
│ 4. Playlist IconButton — Icons.Default.QueueMusic 28.dp, calls               │
│ onPlaylistClick                                                              │
│ 5. ProfileAvatar(photoUrl, userName, onProfileClick) — import from           │
│ tv.bayit.plus.designsystem.component                                         │
│                                                                              │
│ Keep: glassMorphism background, windowInsetsPadding(statusBars), 52.dp row   │
│ height, fillMaxWidth.                                                        │
│                                                                              │
│ Step 4 — Wire BayitMainScaffold                                              │
│                                                                              │
│ Modify android-app/app/src/main/java/tv/bayit/plus/ui/BayitMainScaffold.kt   │
│                                                                              │
│ Add navBarViewModel: NavBarViewModel = hiltViewModel() parameter.            │
│                                                                              │
│ Collect state:                                                               │
│ val userPhotoUrl by                                                          │
│ navBarViewModel.userPhotoUrl.collectAsStateWithLifecycle()                   │
│ val userName by navBarViewModel.userName.collectAsStateWithLifecycle()       │
│ val currentLanguage by                                                       │
│ navBarViewModel.currentLanguage.collectAsStateWithLifecycle()                │
│                                                                              │
│ Update topBar block:                                                         │
│ TopAppBar(                                                                   │
│     userPhotoUrl = userPhotoUrl,                                             │
│     userName = userName,                                                     │
│     currentLanguage = currentLanguage,                                       │
│     onProfileClick = { navigateWithAuthGuard(Route.Profile) },               │
│     onLanguageSelected = { code -> navBarViewModel.setLanguage(code) },      │
│     onPlaylistClick = { navigateWithAuthGuard(Route.Playlist) },             │
│ )                                                                            │
│                                                                              │
│ Step 5 — Remove duplicate header from HomeSuccessContent                     │
│                                                                              │
│ Modify android-app/feature/feature-home/src/main/java/tv/bayit/plus/feature/ │
│ home/HomeContent.kt                                                          │
│                                                                              │
│ Remove the PageHeader(...) call (lines 54–62) entirely. The global TopAppBar │
│  in the scaffold now handles brand + language + profile. The home screen's   │
│ LazyColumn starts directly with the culture clocks row.                      │
│                                                                              │
│ Also remove PageHeader from SectionHeaders.kt if it's no longer used         │
│ elsewhere — check all usages first.                                          │
│                                                                              │
│ ---                                                                          │
│ Web Mobile Changes (1 file)                                                  │
│                                                                              │
│ Modify web/src/components/layout/Header.tsx                                  │
│                                                                              │
│ Two changes:                                                                 │
│                                                                              │
│ 1. House logo on mobile (left side)                                          │
│                                                                              │
│ The NavSection is currently null on mobile (!isMobile && ...). Change to     │
│ render the logo image on mobile instead of the full nav links. The logo is   │
│ already available at /assets/images/logo.png in the public folder (same file │
│  used in the HTML splash screen):                                            │
│                                                                              │
│ const NavSection = isMobile ? (                                              │
│   <Link to="/" style={{ textDecoration: 'none' }}>                           │
│     <Image                                                                   │
│       source={{ uri: '/assets/images/logo.png' }}                            │
│       style={styles.logoMobile}                                              │
│       accessibilityLabel="Bayit+"                                            │
│     />                                                                       │
│   </Link>                                                                    │
│ ) : isRemoteControlEnabled && (                                              │
│   // existing desktop nav links...                                           │
│ );                                                                           │
│                                                                              │
│ Add to styles:                                                               │
│ logoMobile: {                                                                │
│   width: 70,                                                                 │
│   height: 35,                                                                │
│   resizeMode: 'contain',                                                     │
│ },                                                                           │
│                                                                              │
│ No new import needed — Image is already imported from 'react-native' (line   │
│ 1).                                                                          │
│                                                                              │
│ 2. ProfileDropdown on mobile (replace text logout button)                    │
│                                                                              │
│ Replace the isMobile ? <mobileLogoutButton> : <ProfileDropdown> conditional  │
│ (lines 210–226) with <ProfileDropdown> unconditionally for authenticated     │
│ users:                                                                       │
│                                                                              │
│ // Before                                                                    │
│ isMobile ? (                                                                 │
│   <Pressable onPress={handleLogout} style={styles.mobileLogoutButton}>       │
│     <Text style={styles.mobileLogoutText}>{t('account.logout')}</Text>       │
│   </Pressable>                                                               │
│ ) : (                                                                        │
│   <ProfileDropdown user={user} onNavigate={handleProfileNavigate}            │
│ onLogout={handleLogout} />                                                   │
│ )                                                                            │
│                                                                              │
│ // After                                                                     │
│ <ProfileDropdown user={user} onNavigate={handleProfileNavigate}              │
│ onLogout={handleLogout} />                                                   │
│                                                                              │
│ Remove mobileLogoutButton and mobileLogoutText from styles.                  │
│                                                                              │
│ ---                                                                          │
│ iOS Change (1 file)                                                          │
│                                                                              │
│ Modify ios-app/BayitPlusApp/Views/Shared/TopNavigationBar.swift              │
│                                                                              │
│ Replace Text("Bayit+") (lines 14–16) with the splash logo asset (logo.png):  │
│                                                                              │
│ // Before                                                                    │
│ Text("Bayit+")                                                               │
│     .font(.system(size: DesignTokens.FontSize.xl, weight: .bold))            │
│     .foregroundColor(DesignTokens.Primary.p400)                              │
│                                                                              │
│ // After                                                                     │
│ Image("logo")                                                                │
│     .resizable()                                                             │
│     .scaledToFit()                                                           │
│     .frame(height: 30)                                                       │
│                                                                              │
│ Asset "logo" already exists at BayitPlusApp/Resources/logo.png — same image  │
│ used in SplashView.swift. No new asset needed.                               │
│                                                                              │
│ All other elements (language selector, playlist button, profile avatar,      │
│ NavigationCoordinator wiring) remain unchanged.                              │
│                                                                              │
│ ---                                                                          │
│ Files Modified                                                               │
│                                                                              │
│ File: ios-app/BayitPlusApp/Views/Shared/TopNavigationBar.swift               │
│ Change: Text("Bayit+") → Image(systemName: "house.fill")                     │
│ ────────────────────────────────────────                                     │
│ File: android-app/designsystem/.../component/NavBarComponents.kt             │
│ Change: NEW — ProfileAvatar + LanguageSelector                               │
│ ────────────────────────────────────────                                     │
│ File: android-app/feature/feature-home/.../NavigationComponents.kt           │
│ Change: DELETE                                                               │
│ ────────────────────────────────────────                                     │
│ File: android-app/feature/feature-home/.../SectionHeaders.kt                 │
│ Change: Update imports                                                       │
│ ────────────────────────────────────────                                     │
│ File: android-app/feature/feature-home/.../HomeContent.kt                    │
│ Change: Remove PageHeader call                                               │
│ ────────────────────────────────────────                                     │
│ File: android-app/app/.../ui/viewmodel/NavBarViewModel.kt                    │
│ Change: NEW — user data + language state                                     │
│ ────────────────────────────────────────                                     │
│ File: android-app/app/.../ui/components/TopAppBar.kt                         │
│ Change: House logo + full nav bar upgrade                                    │
│ ────────────────────────────────────────                                     │
│ File: android-app/app/.../ui/BayitMainScaffold.kt                            │
│ Change: Wire NavBarViewModel                                                 │
│ ────────────────────────────────────────                                     │
│ File: web/src/components/layout/Header.tsx                                   │
│ Change: House logo on mobile + ProfileDropdown on mobile                     │
│                                                                              │
│ ---                                                                          │
│ Verification                                                                 │
│                                                                              │
│ iOS:                                                                         │
│ 1. Build in Xcode — no compilation errors                                    │
│ 2. Run in simulator — top bar shows logo.png image where "Bayit+" text was,  │
│ same logo as splash screen                                                   │
│                                                                              │
│ Android:                                                                     │
│ 1. Build: ./gradlew :app:assembleDebug — no compilation errors               │
│ 2. Run on emulator/device — top bar shows splash_logo.png image (left), real │
│  avatar or person icon (right), language selector, playlist icon             │
│ 3. Tap profile avatar → navigates to Profile screen                          │
│ 4. Tap playlist icon → navigates to Playlist screen                          │
│ 5. Tap language selector → dropdown opens with 10 languages, selection       │
│ updates displayed code                                                       │
│ 6. Ensure no duplicate profile/language controls appear inside HomeScreen    │
│                                                                              │
│ Web Mobile:                                                                  │
│ 1. Open browser at <768px viewport width (or DevTools mobile mode)           │
│ 2. Left side of header shows logo.png image (links to /), same logo as       │
│ splash screen                                                                │
│ 3. Log in — top bar shows ProfileDropdown avatar instead of red "Logout"     │
│ text button                                                                  │
│ 4. Tap avatar → ProfileDropdown opens with name, email, menu items           │
│ 5. Menu items (My Profile, Favorites, Downloads, Sign Out) are tappable      │
╰──────────────────────────────────────────────────────────────────────────────╯

⏺ I'll implement the plan systematically. Let me start by reading all the
  relevant files in parallel.

⏺ Read 6 files (ctrl+o to expand)

⏺ Now let me read the remaining Android files I need.

⏺ Searched for 9 patterns, read 6 files (ctrl+o to expand)

⏺ Let me find HomeContent.kt and check the HomeViewModel for context on the auth
   state.

⏺ Searched for 10 patterns, read 15 files (ctrl+o to expand)

⏺ Now I have a complete picture of all the code. Let me implement all the
  changes.

⏺ Update(~/Documents/Projects/olorin/olorin-media/bayit-plus/ios-app/BayitPlusAp
        p/Views/Shared/TopNavigationBar.swift)
  ⎿  Added 4 lines, removed 3 lines
      11  
      12      var body: some View {
      13          HStack(spacing: DesignTokens.Spacing.md) {
      14 -            Text("Bayit+")                                     
      15 -                .font(.system(size: DesignTokens.FontSize.xl, w
         -eight: .bold))                                                 
      16 -                .foregroundColor(DesignTokens.Primary.p400)    
      14 +            Image("logo")                                      
      15 +                .resizable()                                   
      16 +                .scaledToFit()                                 
      17 +                .frame(height: 30)                             
      18  
      19              Spacer()
      20  

⏺ Now create the designsystem NavBarComponents.kt:

⏺ Write(designsystem/src/main/java/tv/bayit/plus/designsystem/component/NavBarCo
       mponents.kt)
  ⎿  Wrote 173 lines to designsystem/src/main/java/tv/bayit/plus/designsyst
     em/component/NavBarComponents.kt
       1 package tv.bayit.plus.designsystem.component
       2 
       3 import androidx.compose.foundation.background
       4 import androidx.compose.foundation.border
       5 import androidx.compose.foundation.clickable
       6 import androidx.compose.foundation.layout.Box
       7 import androidx.compose.foundation.layout.Row
       8 import androidx.compose.foundation.layout.Spacer
       9 import androidx.compose.foundation.layout.padding
      10 import androidx.compose.foundation.layout.size
     … +163 lines (ctrl+o to expand)
  ⎿  Found 1 new diagnostic issue in 1 file (ctrl+o to expand)

⏺ Now delete the old NavigationComponents.kt and update SectionHeaders.kt:

⏺ Bash(rm /Users/olorin/Documents/Projects/olorin/olorin-media/bayit-plus/androi
      d-app/feature/feature-home/src/main/java/tv/bayit/plus/feature/home/Naviga
      tionComponent…)
  ⎿  Done

⏺ Write(feature/feature-home/src/main/java/tv/bayit/plus/feature/home/SectionHea
       ders.kt)
  ⎿  Removed 47 lines
       2  
       3  import androidx.compose.foundation.layout.Arrangement
       4  import androidx.compose.foundation.layout.Row
       5 -import androidx.compose.foundation.layout.Spacer               
       5  import androidx.compose.foundation.layout.fillMaxWidth
       6  import androidx.compose.foundation.layout.padding
       8 -import androidx.compose.foundation.layout.size                 
       9 -import androidx.compose.foundation.layout.width                
       7  import androidx.compose.material3.Icon
       8  import androidx.compose.material3.IconButton
       9  import androidx.compose.material3.MaterialTheme
     ...
      16  import tv.bayit.plus.designsystem.theme.DesignTokens
      17  
      18  @Composable
      22 -internal fun PageHeader(                                       
      23 -    icon: Int,                                                 
      24 -    title: String,                                             
      25 -    modifier: Modifier = Modifier,                             
      26 -    userPhotoUrl: String? = null,                              
      27 -    userName: String? = null,                                  
      28 -    currentLanguage: String = "en",                            
      29 -    onProfileClick: () -> Unit = {},                           
      30 -    onLanguageSelected: (String) -> Unit = {},                 
      31 -) {                                                            
      32 -    Row(                                                       
      33 -        modifier = modifier                                    
      34 -            .fillMaxWidth()                                    
      35 -            .padding(horizontal = DesignTokens.Spacing.lg),    
      36 -        verticalAlignment = Alignment.CenterVertically,        
      37 -    ) {                                                        
      38 -        Icon(                                                  
      39 -            painter = painterResource(id = icon),              
      40 -            contentDescription = null,                         
      41 -            tint = DesignTokens.Colors.Primary.light,          
      42 -            modifier = Modifier.size(DesignTokens.Spacing.xl), 
      43 -        )                                                      
      44 -        Spacer(modifier = Modifier.width(DesignTokens.Spacing.m
         -d))                                                            
      45 -        Text(                                                  
      46 -            text = title,                                      
      47 -            style = MaterialTheme.typography.headlineLarge,    
      48 -            color = DesignTokens.Colors.Text.primary,          
      49 -            fontWeight = FontWeight.Bold,                      
      50 -            modifier = Modifier.weight(1f),                    
      51 -        )                                                      
      52 -        LanguageSelector(                                      
      53 -            currentLanguage = currentLanguage,                 
      54 -            onLanguageSelected = onLanguageSelected,           
      55 -        )                                                      
      56 -        Spacer(modifier = Modifier.width(DesignTokens.Spacing.m
         -d))                                                            
      57 -        ProfileAvatar(                                         
      58 -            photoUrl = userPhotoUrl,                           
      59 -            userName = userName,                               
      60 -            onClick = onProfileClick,                          
      61 -        )                                                      
      62 -    }                                                          
      63 -}                                                              
      64 -                                                               
      65 -@Composable                                                    
      19  internal fun SectionRowHeader(
      20      title: String,
      21      modifier: Modifier = Modifier,

⏺ Now remove the PageHeader call from HomeContent.kt:

⏺ Update(feature/feature-home/src/main/java/tv/bayit/plus/feature/home/HomeConte
        nt.kt)
  ⎿  Removed 9 lines
      51          ) {
      52              item(key = "header_clocks") {
      53                  Column {
      54 -                    PageHeader(                                
      55 -                        icon = android.R.drawable.ic_menu_view,
      56 -                        title = "Home",                        
      57 -                        userPhotoUrl = null,                   
      58 -                        userName = null,                       
      59 -                        currentLanguage = java.util.Locale.getD
         -efault().language,                                             
      60 -                        onProfileClick = { },                  
      61 -                        onLanguageSelected = { languageCode -> 
         -},                                                             
      62 -                    )                                          
      54                      Row(
      55                          modifier = Modifier
      56                              .fillMaxWidth()

⏺ Now create the NavBarViewModel:

⏺ Write(app/src/main/java/tv/bayit/plus/ui/viewmodel/NavBarViewModel.kt)
  ⎿  Wrote 67 lines to
     app/src/main/java/tv/bayit/plus/ui/viewmodel/NavBarViewModel.kt
       1 package tv.bayit.plus.ui.viewmodel
       2 
       3 import androidx.lifecycle.ViewModel
       4 import androidx.lifecycle.viewModelScope
       5 import dagger.hilt.android.lifecycle.HiltViewModel
       6 import kotlinx.coroutines.flow.MutableStateFlow
       7 import kotlinx.coroutines.flow.StateFlow
       8 import kotlinx.coroutines.flow.asStateFlow
       9 import kotlinx.coroutines.launch
      10 import tv.bayit.plus.core.common.BayitResult
     … +57 lines (ctrl+o to expand)

⏺ Now upgrade TopAppBar.kt:

⏺ Write(app/src/main/java/tv/bayit/plus/ui/components/TopAppBar.kt)
  ⎿  Added 41 lines, removed 27 lines
      1  package tv.bayit.plus.ui.components
      2  
      3 -import androidx.compose.foundation.layout.Arrangement           
      3 +import androidx.compose.foundation.Image                        
      4  import androidx.compose.foundation.layout.Column
      5  import androidx.compose.foundation.layout.Row
      6  import androidx.compose.foundation.layout.Spacer
     ...
      12  import androidx.compose.foundation.layout.statusBars
      13  import androidx.compose.foundation.layout.windowInsetsPadding
      14  import androidx.compose.material.icons.Icons
      15 -import androidx.compose.material.icons.filled.Language         
      16 -import androidx.compose.material.icons.filled.Person           
      15 +import androidx.compose.material.icons.filled.QueueMusic       
      16  import androidx.compose.material3.Icon
      17  import androidx.compose.material3.IconButton
      18  import androidx.compose.runtime.Composable
      19  import androidx.compose.ui.Alignment
      20  import androidx.compose.ui.Modifier
      21 +import androidx.compose.ui.res.painterResource                 
      22  import androidx.compose.ui.unit.dp
      23 +import tv.bayit.plus.R                                         
      24 +import tv.bayit.plus.designsystem.component.LanguageSelector   
      25 +import tv.bayit.plus.designsystem.component.ProfileAvatar      
      26  import tv.bayit.plus.designsystem.modifier.glassMorphism
      27  import tv.bayit.plus.designsystem.theme.DesignTokens
      28  
      29  @Composable
      30  fun TopAppBar(
      31 +    userPhotoUrl: String?,                                     
      32 +    userName: String?,                                         
      33 +    currentLanguage: String,                                   
      34      onProfileClick: () -> Unit,
      29 -    onLanguageClick: () -> Unit,                               
      35 +    onLanguageSelected: (String) -> Unit,                      
      36 +    onPlaylistClick: () -> Unit,                               
      37      modifier: Modifier = Modifier,
      38  ) {
      39      Column(
     ...
      45              )
      46              .windowInsetsPadding(WindowInsets.statusBars),
      47      ) {
      41 -    Row(                                                       
      42 -        modifier = Modifier                                    
      43 -            .fillMaxWidth()                                    
      44 -            .height(52.dp)                                     
      45 -            .padding(horizontal = DesignTokens.Spacing.sm),    
      46 -        verticalAlignment = Alignment.CenterVertically,        
      47 -        horizontalArrangement = Arrangement.SpaceBetween,      
      48 -    ) {                                                        
      49 -        IconButton(onClick = onProfileClick) {                 
      50 -            Icon(                                              
      51 -                imageVector = Icons.Default.Person,            
      52 -                contentDescription = "Profile",                
      53 -                tint = DesignTokens.Colors.Text.primary,       
      54 -                modifier = Modifier.size(28.dp),               
      48 +        Row(                                                   
      49 +            modifier = Modifier                                
      50 +                .fillMaxWidth()                                
      51 +                .height(52.dp)                                 
      52 +                .padding(horizontal = DesignTokens.Spacing.sm),
      53 +            verticalAlignment = Alignment.CenterVertically,    
      54 +        ) {                                                    
      55 +            Image(                                             
      56 +                painter = painterResource(id = R.drawable.splas
         +h_logo),                                                       
      57 +                contentDescription = "Bayit+",                 
      58 +                modifier = Modifier.height(30.dp),             
      59              )
      56 -        }                                                      
      60  
      58 -        Spacer(modifier = Modifier.weight(1f))                 
      61 +            Spacer(modifier = Modifier.weight(1f))             
      62  
      60 -        IconButton(onClick = onLanguageClick) {                
      61 -            Icon(                                              
      62 -                imageVector = Icons.Default.Language,          
      63 -                contentDescription = "Language",               
      64 -                tint = DesignTokens.Colors.Text.primary,       
      65 -                modifier = Modifier.size(28.dp),               
      63 +            LanguageSelector(                                  
      64 +                currentLanguage = currentLanguage,             
      65 +                onLanguageSelected = onLanguageSelected,       
      66              )
      67 +                                                               
      68 +            IconButton(onClick = onPlaylistClick) {            
      69 +                Icon(                                          
      70 +                    imageVector = Icons.Default.QueueMusic,    
      71 +                    contentDescription = "Playlist",           
      72 +                    tint = DesignTokens.Colors.Text.primary,   
      73 +                    modifier = Modifier.size(28.dp),           
      74 +                )                                              
      75 +            }                                                  
      76 +                                                               
      77 +            ProfileAvatar(                                     
      78 +                photoUrl = userPhotoUrl,                       
      79 +                userName = userName,                           
      80 +                onClick = onProfileClick,                      
      81 +            )                                                  
      82          }
      83      }
      69 -    }                                                          
      84  }

⏺ Searched for 1 pattern, read 2 files (ctrl+o to expand)

⏺ Good, import androidx.compose.foundation.Image is confirmed correct (matching
  the splash screen). The TopAppBar.kt I wrote is correct.

  Now update BayitMainScaffold.kt to wire in NavBarViewModel:

⏺ Write(app/src/main/java/tv/bayit/plus/ui/BayitMainScaffold.kt)
  ⎿  Added 10 lines, removed 1 line
      27  import tv.bayit.plus.ui.components.VoiceAssistantModal
      28  import tv.bayit.plus.ui.components.WidgetDock
      29  import tv.bayit.plus.ui.components.rememberBreadcrumbTrail
      30 +import tv.bayit.plus.ui.viewmodel.NavBarViewModel              
      31  import tv.bayit.plus.ui.viewmodel.WidgetDockViewModel
      32  
      33  @Composable
     ...
      35      navController: NavHostController,
      36      authState: AuthState,
      37      widgetDockViewModel: WidgetDockViewModel = hiltViewModel(),
      38 +    navBarViewModel: NavBarViewModel = hiltViewModel(),        
      39      content: @Composable (PaddingValues) -> Unit,
      40  ) {
      41      val isAuthenticated = authState is AuthState.Authenticated
     ...
      59      val currentRoute = backStackEntry?.destination?.route
      60  
      61      val widgetDockState by widgetDockViewModel.uiState.collectA
          sState()
      62 +    val userPhotoUrl by navBarViewModel.userPhotoUrl.collectAsS
         +tate()                                                         
      63 +    val userName by navBarViewModel.userName.collectAsState()  
      64 +    val currentLanguage by navBarViewModel.currentLanguage.coll
         +ectAsState()                                                   
      65  
      66      val isRootTab = AppTab.entries.any { tab ->
      67          tab.route::class.qualifiedName == currentRoute
     ...
      73          topBar = {
      74              if (isRootTab) {
      75                  TopAppBar(
      76 +                    userPhotoUrl = userPhotoUrl,               
      77 +                    userName = userName,                       
      78 +                    currentLanguage = currentLanguage,         
      79                      onProfileClick = { navigateWithAuthGuard(Ro
          ute.Profile) },
      72 -                    onLanguageClick = { navigateWithAuthGuard(R
         -oute.LanguageSettings) },                                      
      80 +                    onLanguageSelected = { code -> navBarViewMo
         +del.setLanguage(code) },                                       
      81 +                    onPlaylistClick = { navigateWithAuthGuard(R
         +oute.Playlist) },                                              
      82                  )
      83              } else if (breadcrumbs.size >= 2) {
      84                  BreadcrumbBar(

⏺ Now update Header.tsx for web mobile:

⏺ Update(~/Documents/Projects/olorin/olorin-media/bayit-plus/web/src/components/
        layout/Header.tsx)
  ⎿  Added 10 lines, removed 2 lines
      160    }, []);
      161  
      162    // Navigation component - document.dir handles visual direct
           ion
      163 -  // Disabled in Voice Only mode                              
      164 -  const NavSection = !isMobile && isRemoteControlEnabled && ( 
      163 +  // On mobile: show house logo linking to home. On desktop: s
          +how nav links (disabled in Voice Only mode).                  
      164 +  const NavSection = isMobile ? (                             
      165 +    <Link to="/" style={{ textDecoration: 'none' }}>          
      166 +      <Image                                                  
      167 +        source={{ uri: '/assets/images/logo.png' }}           
      168 +        style={styles.logoMobile}                             
      169 +        accessibilityLabel="Bayit+"                           
      170 +      />                                                      
      171 +    </Link>                                                   
      172 +  ) : isRemoteControlEnabled && (                             
      173      <View style={styles.nav}>
      174        {navLinkKeys.map((link) => (
      175          <NavLink

⏺ Now replace the mobile logout button with ProfileDropdown:

⏺ Update(~/Documents/Projects/olorin/olorin-media/bayit-plus/web/src/components/
        layout/Header.tsx)
  ⎿  Added 6 lines, removed 17 lines
      214          </Link>
      215        )}
      216  
      217 -      {/* Profile/Login - simplified on mobile */}            
      217 +      {/* Profile/Login */}                                   
      218        {authReady && isAuthenticated && user ? (
      219 -        isMobile ? (                                          
      220 -          // Mobile: Simple logout button                     
      221 -          <Pressable                                          
      222 -            onPress={handleLogout}                            
      223 -            style={styles.mobileLogoutButton}                 
      224 -          >                                                   
      225 -            <Text style={styles.mobileLogoutText}>{t('account.
          -logout')}</Text>                                              
      226 -          </Pressable>                                        
      227 -        ) : (                                                 
      228 -          // Desktop: Full profile dropdown                   
      229 -          <ProfileDropdown                                    
      230 -            user={user}                                       
      231 -            onNavigate={handleProfileNavigate}                
      232 -            onLogout={handleLogout}                           
      233 -          />                                                  
      234 -        )                                                     
      219 +        <ProfileDropdown                                      
      220 +          user={user}                                         
      221 +          onNavigate={handleProfileNavigate}                  
      222 +          onLogout={handleLogout}                             
      223 +        />                                                    
      224        ) : (
      225          <Pressable
      226            onPress={() => navigate('/login')}

⏺ Now remove the mobileLogoutButton and mobileLogoutText styles and add
  logoMobile:

⏺ Update(~/Documents/Projects/olorin/olorin-media/bayit-plus/web/src/components/
        layout/Header.tsx)
  ⎿  Added 4 lines, removed 16 lines
      447      paddingHorizontal: spacing.md,
      448      paddingVertical: spacing.sm,
      449    },
      450 -  mobileLogoutButton: {                                       
      451 -    minWidth: 80,                                             
      452 -    minHeight: 48,                                            
      453 -    paddingHorizontal: spacing.md,                            
      454 -    paddingVertical: spacing.sm,                              
      455 -    borderRadius: 8,                                          
      456 -    backgroundColor: 'rgba(239, 68, 68, 0.15)',               
      457 -    borderWidth: 1,                                           
      458 -    borderColor: 'rgba(239, 68, 68, 0.3)',                    
      459 -    justifyContent: 'center',                                 
      460 -    alignItems: 'center',                                     
      450 +  logoMobile: {                                               
      451 +    width: 70,                                                
      452 +    height: 35,                                               
      453 +    resizeMode: 'contain' as const,                           
      454    },
      462 -  mobileLogoutText: {                                         
      463 -    fontSize: 14,                                             
      464 -    fontWeight: '600',                                        
      465 -    color: '#ef4444',                                         
      466 -  },                                                          
      455  });

⏺ Now let me verify all the changes look correct by reviewing the key modified
  files:

⏺ Read 2 files (ctrl+o to expand)

